week,geohash7,kecamatan,kabupaten,region,kab_type,six_cities,CityType,avg_rsrp,total_call_count,total_tiles,bad_tiles_rsrp,total_payload_covmo_kB,bad_rsrp_tile_payload_covmo_kB,total_subscriber_count,bad_rsrp_tile_subscriber_count,koeff,total_payload_covmo_MB,bad_rsrp_tile_payload_covmo_MB,total_payload_covmo_normalize_MB,bad_rsrp_tile_payload_covmo_normalize_MB,thd_subs,thd_luas,luas_m2,bad_tile_abv_thd,subs_abv_thd,luas_abv_thd,bad_tiles_n_subs_abv_thd,bad_tiles_n_subs_n_luas_abv_thd,bad_grid,more_than_3_wks,cluster_member,cluster_member_reg,forming_cluster,cluster_id,red_cov,latitude_geohash7,longitude_geohash7,nearest_site_1,latitude_site_1,longitude_site_1,ant_height_site_1,nearest_site_2,latitude_site_2,longitude_site_2,ant_height_site_2,nearest_site_3,latitude_site_3,longitude_site_3,ant_height_site_3,distance_to_site_1,bearing_to_site_1,distance_to_site_2,bearing_to_site_2,distance_to_site_3,bearing_to_site_3,lowest_band_1,lowest_band_2,lowest_band_3,delta_1,azimuth_1,lac_enodeb_1,ci_1,sector_1,delta_2,azimuth_2,lac_enodeb_2,ci_2,sector_2,delta_3,azimuth_3,lac_enodeb_3,ci_3,sector_3,elev_geohash7,elev_site_1,elev_site_2,elev_site_3,total_height_site_1,total_height_site_2,total_height_site_3,max_intermediate_elev_site_1,max_intermediate_elev_site_2,max_intermediate_elev_site_3,site_higher_1,site_higher_2,site_higher_3,site_higher_than_max_intermediate_1,site_higher_than_max_intermediate_2,site_higher_than_max_intermediate_3,no_blocking_1,no_blocking_2,no_blocking_3,clutter,distance_thd_1,distance_thd_2,distance_thd_3,Distance Thd L900,index_SD_1,index_bw_1,distance_cat_1,score_1,index_SD_2,index_bw_2,distance_cat_2,score_2,index_SD_3,index_bw_3,distance_cat_3,score_3,rank_1,rank_2,rank_3,solution_1,solution_2,solution_3,best serving no,solution rank1,rank1 site,rank1 CI,Solution Priority,Priority No.,prio_site,prio_EnodeB,prio_CI,prio_sector,red_cov_category
202624,qqwxfbb,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-86.458,28907.47,16,14,16314229,2047191,59,36.94,0.895055,770.29,9454.03,15994.3,8519.72,3000,8000,4695.71,1,0,1,0,0,0,1,,,,202624_307,1,-7.0906988,110.4188293,UNR047,-7.09695,110.41606,15,SMG748,-7.08301,110.42259,30,SMG048,-7.0803,110.40697,50,891.45,335.76,1877.04,105.07,1376.23,253.95,LTE1800,LTE1800,LTE1800,22.69,200,195296,22,1,83.05,90,196769,11,2,69.77,77.04,195696,31,2,0,0,0,0,30,50,50,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,5.19,3.52,more than thd,3.7,1.74,3.28,half_thd to thd,3.0,4.81,2.33,half_thd to thd,5.41,1,2,3,a. Optimization,not BS,f. New Infra,1,a. Optimization,UNR047,11,a. Optimization,3,UNR047,195968,32,2,RED OPTIM
202624,qqwxdpu,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-98.654,1488.28,16,12,23293309,6678663,4164,3632.19,0.895055,16263.42,12777.96,17052.73,10313.23,3000,8000,5731.14,1,1,1,0,0,0,1,,,,,0,-7.0907005,110.4202147,SMG554,-7.09871,110.42842,30,SMG109,-7.10524,110.40954,15,SMG950,-7.07586,110.43901,50,251.02,352.2,1628.59,273.73,1030.05,253.4,LTE900,LTE1800,LTE900,62.77,0,195094,21,1,27.11,240,195882,12,1,48.27,51.37,196623,12,1,0,0,0,0,40,30,70,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,4.1,1.52,more than thd,2.14,3.31,1.6,half_thd to thd,4.5,5.49,2.84,half_thd to thd,4.55,1,2,3,a. Optimization,f. New Infra,f. New Infra,2,not BS,SMG554,21,not BS,2,SMG554,196413,21,2,BAD NON POTENTIAL
202624,qqwxv6d,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-111.48,13471.48,16,15,7771491,10194860,2990,1673.95,0.895055,20058.2,3292.88,3835.03,3013.52,3000,8000,11345.88,1,0,0,0,1,1,0,,,,,0,-7.0907022,110.4216002,SMG505,-7.09521,110.42292,60,SMG040,-7.08513,110.42894,40,SMG665,-7.10874,110.42586,30,820.58,32.45,1837.06,106.24,1072.39,269.09,LTE900,LTE900,LTE900,71.0,120,196087,31,2,74.91,180,196871,22,2,67.44,31.15,195235,22,1,0,0,0,0,40,40,70,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,5.84,4.85,half_thd to thd,1.91,2.97,1.66,0 to half_thd,3.55,4.36,4.07,more than thd,3.21,1,2,3,d. Add Sector,f. New Infra,not BS,2,f. New Infra,SMG505,31,not BS,2,SMG505,196874,31,1,BAD NON POTENTIAL
202624,qqwxnnf,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-93.575,4260.32,16,5,13971214,10997766,421,360.8,0.895055,2520.59,7345.31,8185.99,11418.65,3000,8000,539.11,1,1,0,1,1,0,1,,,,,0,-7.0907039,110.4229856,SMG523,-7.09876,110.43073,15,UNR728,-7.10163,110.42159,40,SMG139,-7.08388,110.43271,70,1427.07,324.61,1012.52,232.14,1984.54,21.8,LTE1800,LTE900,LTE900,85.46,180,195187,32,1,58.11,0,195103,21,1,89.01,71.04,195420,11,3,0,0,0,0,40,40,40,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,2.64,0.97,more than thd,1.51,5.29,0.95,0 to half_thd,3.93,4.99,0.75,0 to half_thd,2.09,1,2,3,d. Add Sector,f. New Infra,f. New Infra,1,f. New Infra,SMG523,21,f. New Infra,1,SMG523,196519,22,3,BAD NON POTENTIAL
202624,qqwx32f,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-98.063,3995.08,16,8,20461074,2498628,4177,1158.03,0.895055,1688.77,4132.49,12676.21,6583.89,3000,8000,4911.52,1,1,1,1,0,0,0,,,,,0,-7.0907057,110.424371,SMG047,-7.08784,110.41499,50,SMG523,-7.07575,110.43479,50,UNR047,-7.09365,110.40869,30,1111.74,148.97,1054.06,297.87,2298.53,143.54,LTE2100,LTE900,LTE1800,38.98,280,195522,21,1,62.13,320,195137,11,1,9.3,9.59,196513,21,1,0,0,0,0,30,50,30,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,3.05,5.25,half_thd to thd,5.41,4.61,5.81,more than thd,2.91,1.52,3.09,0 to half_thd,4.46,1,2,3,a. Optimization,f. New Infra,f. New Infra,3,a. Optimization,SMG047,11,a. Optimization,3,SMG047,195463,22,3,BAD NON POTENTIAL
202624,qqwxzum,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-94.903,23092.53,16,9,14137240,7620913,2240,275.88,0.895055,8555.35,5557.1,14443.06,9323.81,3000,8000,8535.52,1,0,0,0,0,0,0,,,,202624_307,1,-7.0907074,110.4257564,SMG504,-7.09369,110.41938,40,SMG523,-7.10141,110.43048,50,SMG554,-7.10792,110.4354,50,1461.94,174.84,455.99,159.14,1560.97,98.34,LTE2100,LTE900,LTE1800,39.26,90,196388,32,3,44.31,180,195093,12,2,88.62,5.88,195418,21,1,0,0,0,0,40,50,50,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,2.64,0.15,more than thd,3.44,1.65,3.24,0 to half_thd,3.75,5.17,4.86,0 to half_thd,3.29,1,2,3,f. New Infra,a. Optimization,not BS,2,f. New Infra,SMG504,21,not BS,2,SMG504,196174,22,3,RED ENGINEERING
202624,qqwxn9d,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-109.328,33176.98,16,11,21297494,1923049,3819,2923.91,0.895055,13288.59,2916.62,15533.52,4218.39,3000,8000,14375.44,1,0,0,0,0,1,0,,,,,0,-7.0907091,110.4271419,SMG653,-7.08382,110.42201,30,SMG086,-7.08804,110.42786,70,SMG789,-7.09488,110.41955,30,608.34,273.68,866.22,235.98,836.27,63.77,LTE2100,LTE1800,LTE1800,68.15,240,195919,32,3,58.23,240,196769,32,2,14.44,7.08,195905,32,2,0,0,0,0,50,30,50,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,3.54,1.93,half_thd to thd,1.67,2.84,1.79,more than thd,5.39,5.28,3.73,more than thd,3.23,1,2,3,f. New Infra,a. Optimization,not BS,2,not BS,SMG653,22,not BS,1,SMG653,196961,11,2,BAD NON POTENTIAL
202624,qqwx3wb,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-98.35,6205.05,16,13,13020942,4777195,2079,1384.82,0.895055,6337.29,12774.98,19289.62,7235.59,3000,8000,2298.08,1,0,0,1,1,1,0,,,,202624_307,1,-7.0907108,110.4285273,SMG950,-7.09325,110.42419,60,SMG152,-7.09345,110.42368,15,SMG653,-7.0868,110.4401,40,1023.86,201.21,412.05,231.66,689.01,118.25,LTE900,LTE900,LTE1800,46.26,0,195742,21,1,85.65,240,196940,22,1,21.16,13.24,195158,21,1,0,0,0,0,30,50,40,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,3.99,1.01,0 to half_thd,5.24,4.86,4.87,0 to half_thd,4.75,1.22,2.25,more than thd,2.57,1,2,3,not BS,not BS,f. New Infra,3,a. Optimization,SMG950,12,not BS,1,SMG950,195633,22,1,RED OPTIM
202624,qqwxcyz,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-89.609,27278.72,16,5,9203357,7548325,4169,2176.08,0.895055,22637.39,2218.76,8771.95,11357.39,3000,8000,3369.47,1,1,1,0,1,0,1,,,,,0,-7.0907125,110.4299127,SMG152,-7.08325,110.42096,60,SMG244,-7.09129,110.42605,40,SMG141,-7.07334,110.43837,30,846.48,139.02,511.95,29.38,667.75,80.83,LTE1800,LTE900,LTE1800,71.43,40,195078,21,2,62.95,90,196554,32,2,40.93,1.47,195162,11,2,0,0,0,0,40,40,70,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,1.56,1.8,half_thd to thd,2.05,2.19,3.87,more than thd,3.56,1.55,5.44,more than thd,3.91,1,2,3,a. Optimization,not BS,not BS,2,a. Optimization,SMG152,11,not BS,2,SMG152,195492,31,2,BAD NON POTENTIAL
202624,qqwx5ph,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-112.767,18506.87,16,12,24718781,12704965,4206,3066.72,0.895055,8346.34,674.59,10938.43,9763.6,3000,8000,2667.58,1,1,1,0,0,0,1,,,,,0,-7.0907142,110.4312982,SMG040,-7.09984,110.42904,15,SMG664,-7.09452,110.43872,40,UNR716,-7.09643,110.414,30,475.52,15.77,1417.08,71.81,707.33,15.09,LTE1800,LTE1800,LTE1800,23.54,280,195391,21,2,77.73,0,196773,32,2,25.32,72.14,195894,22,3,0,0,0,0,70,70,50,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,5.87,3.03,half_thd to thd,3.15,4.99,1.67,0 to half_thd,4.77,1.39,3.65,0 to half_thd,3.95,1,2,3,d. Add Sector,f. New Infra,not BS,2,not BS,SMG040,21,a. Optimization,2,SMG040,196234,32,2,BAD NON POTENTIAL
202624,qqwx5ff,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-94.71,15335.93,16,12,1136671,10161806,519,83.06,0.895055,3878.28,6754.34,7444.45,5331.72,3000,8000,1199.44,1,0,1,1,1,1,0,,,,,0,-7.0892973,110.4049768,SMG665,-7.08024,110.39783,15,SMG653,-7.08607,110.41342,15,SMG152,-7.10791,110.38767,30,1201.0,179.66,922.76,139.32,1265.71,202.2,LTE1800,LTE1800,LTE1800,20.1,240,195584,32,2,18.82,90,196746,11,2,16.37,64.49,195179,32,2,0,0,0,0,50,30,50,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,5.46,5.12,more than thd,4.69,4.5,1.13,half_thd to thd,3.79,1.61,1.29,0 to half_thd,2.57,1,2,3,not BS,f. New Infra,f. New Infra,3,not BS,SMG665,21,a. Optimization,3,SMG665,195265,31,1,BAD NON POTENTIAL
202624,qqwx2dq,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-97.652,26966.93,16,16,1909346,13958423,654,130.97,0.895055,3147.82,2303.7,3326.56,3877.35,3000,8000,10654.52,1,1,1,0,1,0,1,,,,,0,-7.0892991,110.4063623,SMG536,-7.08998,110.40671,30,SMG067,-7.10045,110.41623,40,SMG950,-7.08725,110.40987,70,1186.51,192.05,519.36,180.93,1505.73,60.71,LTE2100,LTE900,LTE900,59.63,325,196847,31,2,75.99,0,196690,11,1,5.05,58.09,196181,21,3,0,0,0,0,40,70,30,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,3.49,3.8,half_thd to thd,4.39,2.51,1.54,more than thd,3.33,3.27,4.16,0 to half_thd,3.48,1,2,3,not BS,a. Optimization,not BS,2,not BS,SMG536,12,a. Optimization,3,SMG536,195653,32,2,BAD NON POTENTIAL
202624,qqwxz4c,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.469,16433.25,16,15,5396644,8369508,2241,1030.14,0.895055,24899.44,7007.56,17586.35,5972.46,3000,8000,1396.23,1,1,1,0,0,1,0,,,,202624_307,1,-7.0893008,110.4077477,SMG142,-7.0935,110.40543,15,SMG109,-7.08584,110.4002,40,SMG048,-7.07469,110.39414,50,592.04,215.11,1282.07,303.43,1125.43,242.11,LTE1800,LTE900,LTE900,39.35,90,196489,21,2,33.57,280,195104,31,3,18.32,50.24,195150,22,3,0,0,0,0,70,50,30,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,1.64,0.67,half_thd to thd,5.08,2.7,5.64,0 to half_thd,2.4,3.55,3.05,0 to half_thd,1.68,1,2,3,d. Add Sector,a. Optimization,f. New Infra,1,not BS,SMG142,31,f. New Infra,2,SMG142,196907,31,2,RED OPTIM
202624,qqwx5zr,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-95.407,17854.56,16,13,19460377,9701097,4225,2221.81,0.895055,5727.2,779.81,9629.76,6294.59,3000,8000,10831.68,1,1,0,0,0,0,0,,,,,0,-7.0893026,110.4091331,SMG523,-7.09194,110.41261,15,UNR716,-7.07491,110.41164,50,SMG040,-7.07743,110.41815,40,1078.86,150.76,345.3,148.67,1449.18,73.4,LTE2100,LTE1800,LTE900,63.81,200,195424,31,2,89.83,320,196076,22,2,86.15,41.91,196091,21,3,0,0,0,0,50,50,70,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,1.96,1.55,more than thd,2.84,5.71,5.9,half_thd to thd,4.67,4.45,2.99,half_thd to thd,3.07,1,2,3,d. Add Sector,a. Optimization,not BS,3,not BS,SMG523,31,a. Optimization,2,SMG523,196676,21,1,BAD NON POTENTIAL
202624,qqwx99q,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-84.508,23027.83,16,4,22907010,12941308,3974,1077.71,0.895055,3479.8,14468.14,19559.1,1902.03,3000,8000,9810.75,1,1,1,0,1,1,1,,,,,0,-7.0893043,110.4105185,SMG504,-7.08699,110.41226,70,SMG141,-7.09703,110.41561,15,SMG109,-7.08806,110.41604,15,220.86,234.83,1002.61,83.6,1934.72,265.93,LTE900,LTE900,LTE1800,79.52,40,196912,11,2,71.13,90,196918,32,2,79.03,1.82,196163,31,1,0,0,0,0,50,50,70,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,5.95,3.31,half_thd to thd,5.5,1.67,3.07,half_thd to thd,2.37,1.56,1.06,half_thd to thd,4.42,1,2,3,a. Optimization,f. New Infra,f. New Infra,2,not BS,SMG504,32,f. New Infra,1,SMG504,196251,32,2,BAD NON POTENTIAL
